id,ranking_score,geography_name,sq_meters,price,year_of_construction,ad_type,floor,rooms,subtype,price_per_sqrm
42911697,47.0,northern sub,567,200000,2005,simple,1,4,apartment,353.0
43018583,134.7,northern sub,642,550000,1992,simple,ground-floor,5,detached,857.0
39670968,71.0,northern sub,320,500000,2009,simple,ground-floor,2,detached,1562.0
39740833,122.0,northern sub,95,230000,2007,simple,1,3,apartment,2421.0
39742998,126.7,northern sub,195,370000,2007,simple,ground-floor,4,maisonette,1897.0
39813890,133.8,northern sub,318,560000,2011,simple,ground-floor,6,detached,1761.0
36078547,116.5,northern sub,291,970000,2010,simple,ground-floor,3,maisonette,3333.0
36152206,154.5,northern sub,400,850000,2008,simple,ground-floor,6,detached,2125.0
42932512,160.5,northern sub,440,1050000,1994,simple,ground-floor,4,detached,2386.0
38815541,127.0,northern sub,185,390000,1976,simple,1,4,apartment,2108.0
43208870,124.8,northern sub,300,550000,1993,simple,ground-floor,5,detached,1833.0
41431871,116.0,northern sub,268,420000,2010,up,ground-floor,4,maisonette,1567.0
43226076,144.0,northern sub,480,1050000,1995,simple,ground-floor,7,detached,2188.0
42301798,159.7,northern sub,330,500000,2010,simple,ground-floor,3,maisonette,1515.0
42344900,144.7,northern sub,270,420000,2012,simple,ground-floor,4,maisonette,1556.0
42344936,148.4,northern sub,160,330000,2009,simple,2,4,maisonette,2062.0
42359374,145.5,northern sub,230,370000,2012,simple,ground-floor,2,maisonette,1609.0
42359450,100.0,northern sub,230,370000,2009,simple,ground-floor,4,maisonette,1609.0
39398538,102.4,northern sub,385,650000,1992,up,ground-floor,4,detached,1688.0
41696424,169.5,northern sub,330,450000,2010,up,ground-floor,3,detached,1364.0
39431324,117.4,northern sub,185,390000,1976,simple,1,4,apartment,2108.0
39437349,125.4,northern sub,385,700000,1992,simple,ground-floor,4,detached,1818.0
40918888,68.8,northern sub,85,200000,1962,simple,ground-floor,3,detached,2353.0
43404007,147.5,northern sub,270,460000,1998,star,ground-floor,3,detached,1704.0
42798649,125.0,northern sub,145,300000,2003,simple,ground-floor,4,maisonette,2069.0
42412316,136.4,northern sub,230,375000,2010,simple,ground-floor,4,maisonette,1630.0
42437080,162.8,northern sub,230,370000,2012,simple,basement,5,maisonette,1609.0
42950437,163.5,northern sub,330,800000,2006,premium,ground-floor,5,detached,2424.0
41930319,143.2,northern sub,428,670000,1997,premium,ground-floor,4,detached,1565.0
41959003,162.0,northern sub,370,475000,1994,simple,ground-floor,4,detached,1284.0
42961401,116.5,northern sub,95,180000,1982,simple,ground-floor,1,detached,1895.0
41993358,119.9,northern sub,567,180000,2005,simple,ground-floor,0,building,317.0
42962510,120.0,northern sub,92,250000,1980,simple,ground-floor,2,detached,2717.0
43014638,179.0,northern sub,400,550000,1987,simple,ground-floor,5,detached,1375.0
42061888,130.0,northern sub,340,1300000,1999,simple,ground-floor,5,detached,3824.0
38895271,82.8,northern sub,480,1100000,1985,up,ground-floor,5,detached,2292.0
38918094,110.3,northern sub,500,1100000,2005,simple,basement,5,detached,2200.0
38968527,133.3,northern sub,185,390000,1976,simple,1,4,apartment,2108.0
39169282,147.0,northern sub,185,390000,1976,simple,1,4,apartment,2108.0
39907794,135.5,northern sub,340,1300000,2004,simple,ground-floor,6,detached,3824.0
40012422,115.3,northern sub,190,750000,1960,simple,ground-floor,4,detached,3947.0
40907685,127.4,northern sub,85,200000,1967,simple,ground-floor,2,detached,2353.0
36874731,67.0,northern sub,185,300000,1974,simple,ground-floor,5,detached,1622.0
36933464,87.6,northern sub,190,390000,1987,simple,1,4,apartment,2053.0
37163871,118.9,northern sub,330,850000,2009,simple,ground-floor,4,detached,2576.0
37417869,109.0,northern sub,330,850000,2009,simple,basement,4,detached,2576.0
43407897,93.5,northern sub,270,460000,1998,simple,ground-floor,3,detached,1704.0
43408843,136.7,northern sub,270,460000,1998,star,1,3,detached,1704.0
40986917,93.0,northern sub,138,195000,1962,simple,ground-floor,3,detached,1413.0
43174684,96.5,northern sub,250,500000,2000,simple,ground-floor,5,maisonette,2000.0
43414416,99.5,northern sub,270,460000,1998,simple,ground-floor,4,detached,1704.0
41026374,147.4,northern sub,95,200000,1962,simple,ground-floor,2,detached,2105.0
43425147,128.0,northern sub,270,460000,1998,star,ground-floor,3,detached,1704.0
42090651,141.9,northern sub,270,530000,1997,simple,ground-floor,3,maisonette,1963.0
43431198,139.0,northern sub,270,460000,1998,simple,ground-floor,3,detached,1704.0
41167915,140.0,northern sub,350,490000,1995,simple,ground-floor,4,detached,1400.0
41189599,104.5,northern sub,350,500000,1995,simple,ground-floor,4,detached,1429.0
43447877,130.9,northern sub,270,460000,1998,simple,ground-floor,3,detached,1704.0
43448558,65.9,northern sub,180,460000,2000,simple,ground-floor,3,maisonette,2556.0
41208195,141.2,northern sub,360,490000,1995,simple,ground-floor,3,detached,1361.0
41219454,136.5,northern sub,330,750000,1983,simple,ground-floor,4,maisonette,2273.0
42198118,138.0,northern sub,310,1200000,1963,simple,ground-floor,4,detached,3871.0
43460030,106.3,northern sub,270,460000,1998,star,ground-floor,3,detached,1704.0
41285875,170.0,northern sub,350,500000,1995,star,ground-floor,4,detached,1429.0
41370412,109.3,northern sub,150,450000,2006,simple,ground-floor,3,detached,3000.0
41233678,142.0,northern sub,330,550000,1978,simple,ground-floor,4,maisonette,1667.0
41727294,169.0,northern sub,480,950000,1985,simple,ground-floor,5,detached,1979.0
41798730,143.0,northern sub,112,225000,1980,simple,2,3,apartment,2009.0
42740856,95.7,northern sub,260,430000,1980,simple,1,4,apartment,1654.0
42863920,122.0,northern sub,255,850000,2015,simple,ground-floor,4,maisonette,3333.0
42884593,125.0,northern sub,546,900000,1979,simple,ground-floor,3,maisonette,1648.0
42891876,144.0,northern sub,180,360000,2005,simple,1,3,maisonette,2000.0
42892293,96.5,northern sub,300,650000,1997,simple,3,3,maisonette,2167.0
42900650,101.5,northern sub,236,880000,2011,simple,ground-floor,4,apartment,3729.0
42901445,160.0,northern sub,180,330000,2005,premium,ground-floor,4,maisonette,1833.0
35023141,69.4,northern sub,110,150000,1976,simple,1,2,apartment,1364.0
42908823,152.0,northern sub,180,360000,2005,simple,2,3,maisonette,2000.0
42911022,97.3,northern sub,248,600000,2008,simple,ground-floor,4,apartment,2419.0
42911285,172.0,northern sub,340,550000,1985,premium,1,4,apartment,1618.0
42754867,78.5,northern sub,267,420000,1958,simple,ground-floor,2,apartment,1573.0
42755150,65.7,northern sub,250,600000,2008,simple,ground-floor,5,maisonette,2400.0
42759976,103.0,northern sub,250,550000,2007,simple,mezzanine,5,maisonette,2200.0
35092986,142.0,northern sub,200,800000,2009,simple,1,4,apartment,4000.0
42761295,126.0,northern sub,147,350000,1983,simple,3,3,apartment,2381.0
42762249,94.3,northern sub,280,700000,1999,simple,ground-floor,4,maisonette,2500.0
42920403,119.0,northern sub,180,360000,2019,simple,2,4,maisonette,2000.0
42925264,119.0,northern sub,370,1200000,1996,simple,1,4,maisonette,3243.0
42778299,112.0,northern sub,244,700000,1958,simple,ground-floor,3,detached,2869.0
42778949,151.0,northern sub,340,550000,1985,simple,1,3,maisonette,1618.0
35137177,61.8,northern sub,100,360000,2010,simple,ground-floor,2,apartment,3600.0
35137188,68.9,northern sub,97,480000,2010,simple,1,2,apartment,4948.0
35137204,54.2,northern sub,210,1150000,2010,simple,2,3,apartment,5476.0
35137207,69.5,northern sub,200,880000,2010,simple,ground-floor,4,maisonette,4400.0
35137222,50.3,northern sub,280,1400000,2010,simple,ground-floor,3,maisonette,5000.0
35144765,50.2,northern sub,600,1400000,2010,simple,ground-floor,5,detached,2333.0
42933308,122.0,northern sub,370,1200000,1996,simple,1,5,maisonette,3243.0
35162716,144.0,northern sub,650,1200000,1987,simple,ground-floor,5,detached,1846.0
42936388,156.0,northern sub,370,1200000,1996,simple,ground-floor,4,maisonette,3243.0
35176540,50.4,northern sub,227,1150000,2011,simple,1,3,apartment,5066.0
42939889,119.2,northern sub,700,1700000,1962,simple,3,7,detached,2429.0
35182532,51.8,northern sub,320,1500000,2011,simple,ground-floor,5,maisonette,4688.0
35182545,59.2,northern sub,365,1750000,2011,simple,ground-floor,5,maisonette,4795.0
42940100,167.7,northern sub,730,1400000,1982,simple,ground-floor,5,detached,1918.0
35182593,51.1,northern sub,161,560000,1980,simple,1,3,apartment,3478.0
35187902,64.7,northern sub,237,1300000,2010,simple,ground-floor,3,apartment,5485.0
35189089,142.4,northern sub,340,1300000,2005,simple,2,5,maisonette,3824.0
35201857,114.3,northern sub,300,750000,1990,simple,ground-floor,4,maisonette,2500.0
35202009,136.3,northern sub,190,380000,1993,simple,2,3,apartment,2000.0
42945750,134.4,northern sub,420,900000,2006,simple,ground-floor,3,apartment,2143.0
35213919,121.4,northern sub,480,1180000,2004,simple,ground-floor,5,detached,2458.0
42945932,145.5,northern sub,640,1700000,1961,simple,ground-floor,8,detached,2656.0
35220339,72.2,northern sub,150,600000,2007,simple,2,3,apartment,4000.0
42214692,130.4,northern sub,145,350000,2003,simple,ground-floor,3,apartment,2414.0
42215801,134.5,northern sub,570,1500000,2009,star,ground-floor,5,detached,2632.0
42219095,102.4,northern sub,285,1050000,2017,simple,ground-floor,0,maisonette,3684.0
42224703,98.5,northern sub,255,350000,1990,simple,1,3,apartment,1373.0
42239647,156.7,northern sub,253,390000,1990,simple,ground-floor,3,maisonette,1542.0
42248131,73.2,northern sub,244,690000,1958,simple,ground-floor,5,detached,2828.0
42254549,139.7,northern sub,430,1100000,2006,simple,ground-floor,4,maisonette,2558.0
42259657,146.1,northern sub,400,890000,2002,simple,ground-floor,4,detached,2225.0
42269048,71.4,northern sub,490,650000,1979,simple,ground-floor,4,villa,1327.0
42269273,121.0,northern sub,320,690000,1960,up,ground-floor,4,detached,2156.0
42300146,99.3,northern sub,250,525000,2008,simple,ground-floor,4,maisonette,2100.0
42312508,74.5,northern sub,650,600000,1967,simple,ground-floor,5,detached,923.0
42325777,133.0,northern sub,450,750000,1990,simple,ground-floor,4,detached,1667.0
42331261,73.7,northern sub,480,650000,1979,simple,ground-floor,3,detached,1354.0
42335514,165.5,northern sub,225,490000,1985,simple,1,3,apartment,2178.0
42339161,167.0,northern sub,280,680000,2007,premium,ground-floor,5,apartment,2429.0
42339176,129.4,northern sub,550,1800000,2016,simple,ground-floor,6,maisonette,3273.0
42339430,167.3,northern sub,520,1500000,1994,premium,ground-floor,7,detached,2885.0
42339435,168.6,northern sub,260,700000,1994,simple,ground-floor,4,maisonette,2692.0
42339441,160.8,northern sub,260,675000,1994,simple,2,3,apartment,2596.0
42339615,165.2,northern sub,680,1300000,1990,simple,ground-floor,7,detached,1912.0
42339816,167.5,northern sub,420,750000,2004,simple,3,5,maisonette,1786.0
42339851,155.8,northern sub,420,1190000,2000,simple,ground-floor,3,maisonette,2833.0
42339853,146.9,northern sub,370,2000000,2008,simple,ground-floor,4,maisonette,5405.0
42340062,94.2,northern sub,650,620000,1970,simple,ground-floor,5,detached,954.0
42342700,160.6,northern sub,155,600000,2010,simple,1,3,apartment,3871.0
42342711,160.5,northern sub,820,1500000,2010,simple,ground-floor,8,detached,1829.0
42342764,158.7,northern sub,260,700000,1980,premium,ground-floor,5,detached,2692.0
42343006,162.3,northern sub,480,650000,1979,simple,ground-floor,5,detached,1354.0
42343058,169.2,northern sub,230,750000,1995,simple,2,3,apartment,3261.0
42343202,131.3,northern sub,250,1000000,1975,simple,ground-floor,6,detached,4000.0
42343208,157.9,northern sub,360,1700000,1996,simple,ground-floor,4,detached,4722.0
42343277,150.7,northern sub,147,300000,1983,simple,3,3,apartment,2041.0
42343425,156.0,northern sub,330,550000,2009,simple,ground-floor,5,maisonette,1667.0
42343431,164.0,northern sub,361,880000,2015,star,ground-floor,4,maisonette,2438.0
42343488,166.0,northern sub,195,900000,2010,premium,ground-floor,4,apartment,4615.0
42343502,166.5,northern sub,580,1100000,1991,simple,ground-floor,6,detached,1897.0
42343536,156.7,northern sub,240,420000,2001,simple,1,4,maisonette,1750.0
42343613,157.0,northern sub,290,1250000,2009,simple,ground-floor,3,maisonette,4310.0
42343615,169.5,northern sub,490,920000,2009,premium,ground-floor,5,maisonette,1878.0
42343616,152.0,northern sub,330,650000,1990,simple,ground-floor,4,maisonette,1970.0
42343645,156.0,northern sub,270,730000,1970,simple,ground-floor,5,maisonette,2704.0
42343654,123.9,northern sub,230,750000,1990,simple,2,4,apartment,3261.0
42343657,144.3,northern sub,260,900000,2007,simple,3,5,maisonette,3462.0
42343669,151.1,northern sub,280,550000,1990,simple,ground-floor,3,maisonette,1964.0
42343673,142.5,northern sub,395,2500000,2007,simple,ground-floor,1,detached,6329.0
42343676,164.4,northern sub,225,660000,2010,simple,ground-floor,5,maisonette,2933.0
42343689,151.5,northern sub,185,380000,1992,simple,3,3,apartment,2054.0
42343693,160.0,northern sub,300,620000,2012,simple,ground-floor,4,maisonette,2067.0
42343694,129.6,northern sub,300,1200000,2004,simple,ground-floor,4,maisonette,4000.0
42343698,153.9,northern sub,240,450000,1985,simple,1,3,apartment,1875.0
42343747,134.6,northern sub,310,1200000,2008,simple,ground-floor,4,detached,3871.0
42343759,137.2,northern sub,220,650000,2012,simple,1,3,maisonette,2955.0
42343766,161.8,northern sub,245,1100000,2009,premium,2,4,maisonette,4490.0
42343917,126.5,northern sub,170,580000,2011,simple,ground-floor,3,maisonette,3412.0
42343966,158.7,northern sub,150,480000,2008,simple,1,3,apartment,3200.0
42343987,125.9,northern sub,300,650000,1980,simple,ground-floor,3,maisonette,2167.0
42344071,162.8,northern sub,470,1200000,2000,simple,ground-floor,6,detached,2553.0
42344230,156.0,northern sub,550,900000,1998,simple,ground-floor,5,maisonette,1636.0
42344524,147.4,northern sub,116,390000,2012,simple,1,3,apartment,3362.0
42344644,160.1,northern sub,210,720000,2012,simple,2,4,apartment,3429.0
42344649,159.0,northern sub,250,700000,2012,simple,ground-floor,4,maisonette,2800.0
42344651,154.0,northern sub,210,700000,2012,simple,ground-floor,4,maisonette,3333.0
42344670,151.4,northern sub,300,800000,2008,simple,ground-floor,4,maisonette,2667.0
42344712,141.6,northern sub,310,900000,1995,simple,ground-floor,4,maisonette,2903.0
42344737,154.5,northern sub,640,1000000,1975,simple,ground-floor,1,detached,1562.0
42344747,141.7,northern sub,500,2200000,1975,simple,ground-floor,5,detached,4400.0
42344808,160.0,northern sub,550,1550000,2005,premium,ground-floor,6,detached,2818.0
42344892,158.0,northern sub,780,2400000,2005,simple,ground-floor,7,detached,3077.0
42344935,160.7,northern sub,450,2100000,2001,simple,ground-floor,5,detached,4667.0
42344992,133.1,northern sub,500,1500000,2011,simple,ground-floor,5,detached,3000.0
42345009,136.0,northern sub,290,1050000,2012,simple,ground-floor,5,maisonette,3621.0
42345022,147.7,northern sub,240,580000,1995,simple,ground-floor,4,maisonette,2417.0
42345030,145.7,northern sub,450,1100000,2012,simple,ground-floor,4,maisonette,2444.0
42345122,156.1,northern sub,650,2000000,1996,simple,ground-floor,4,maisonette,3077.0
42345126,162.8,northern sub,530,950000,2001,simple,ground-floor,4,maisonette,1792.0
42345132,137.4,northern sub,500,770000,2008,simple,ground-floor,4,detached,1540.0
42345133,148.0,northern sub,500,770000,2008,simple,ground-floor,4,detached,1540.0
42345134,134.7,northern sub,600,1200000,1998,simple,ground-floor,6,detached,2000.0
42345136,155.6,northern sub,900,1600000,1980,simple,ground-floor,5,detached,1778.0
42345138,134.8,northern sub,144,410000,1986,simple,1,3,apartment,2847.0
42345140,142.4,northern sub,130,590000,2010,simple,1,3,apartment,4538.0
42345287,156.1,northern sub,381,1400000,2009,simple,ground-floor,5,maisonette,3675.0
42345304,165.8,northern sub,441,1500000,2009,simple,ground-floor,4,maisonette,3401.0
42345310,151.8,northern sub,443,1450000,2010,simple,ground-floor,3,maisonette,3273.0
42345435,166.6,northern sub,170,600000,2011,simple,3,3,apartment,3529.0
42345441,151.7,northern sub,235,750000,2012,simple,2,4,apartment,3191.0
42345459,156.0,northern sub,236,1250000,2011,star,ground-floor,4,maisonette,5297.0
42352014,165.3,northern sub,170,780000,2011,premium,2,3,apartment,4588.0
42352016,158.1,northern sub,146,640000,2011,premium,1,3,apartment,4384.0
42366936,135.5,northern sub,650,650000,1970,simple,ground-floor,5,detached,1000.0
42373721,135.7,northern sub,650,600000,1970,simple,ground-floor,5,maisonette,923.0
42374162,131.0,northern sub,250,550000,2007,simple,ground-floor,5,maisonette,2200.0
42379029,91.6,northern sub,145,330000,1990,simple,1,3,apartment,2276.0
42381783,116.0,northern sub,223,800000,2005,simple,ground-floor,3,apartment,3587.0
42798318,134.0,northern sub,250,550000,2007,simple,ground-floor,4,apartment,2200.0
42798787,96.0,northern sub,250,550000,2006,simple,1,5,apartment,2200.0
42881507,102.0,northern sub,600,1800000,2006,simple,2,4,detached,3000.0
42806196,79.0,northern sub,370,1250000,1996,simple,ground-floor,4,maisonette,3378.0
42387982,106.0,northern sub,650,620000,1970,simple,ground-floor,7,detached,954.0
42392775,95.3,northern sub,150,300000,1985,simple,3,3,apartment,2000.0
42808473,116.0,northern sub,482,620000,1979,star,ground-floor,5,detached,1286.0
42413609,160.5,northern sub,360,878000,2015,simple,ground-floor,5,maisonette,2439.0
42813645,123.7,northern sub,370,1200000,1996,simple,ground-floor,4,maisonette,3243.0
42909692,150.0,northern sub,185,1500000,1972,simple,1,2,apartment,8108.0
42420998,141.0,northern sub,482,650000,1979,simple,ground-floor,5,detached,1349.0
42421094,137.1,northern sub,210,350000,1982,simple,ground-floor,4,maisonette,1667.0
42421125,83.5,northern sub,260,1000000,2012,simple,ground-floor,4,maisonette,3846.0
42819734,125.0,northern sub,180,360000,2007,simple,2,3,apartment,2000.0
42753524,147.0,northern sub,253,380000,1989,simple,ground-floor,3,maisonette,1502.0
42443162,136.5,northern sub,184,350000,1980,simple,1,1,apartment,1902.0
42825110,96.7,northern sub,339,680000,2015,simple,ground-floor,3,apartment,2006.0
42825118,165.5,northern sub,350,390000,1980,star,1,4,maisonette,1114.0
42443977,149.0,northern sub,420,850000,1992,simple,ground-floor,4,detached,2024.0
42777672,159.6,northern sub,364,1100000,1995,simple,ground-floor,3,detached,3022.0
42825525,100.9,northern sub,250,550000,2005,simple,1,5,apartment,2200.0
42941513,141.8,northern sub,370,1200000,1996,premium,ground-floor,4,maisonette,3243.0
35967173,142.0,northern sub,270,420000,2012,simple,ground-floor,4,maisonette,1556.0
42300073,104.5,northern sub,270,620000,2014,simple,ground-floor,4,maisonette,2296.0
42210873,154.8,northern sub,66,120000,1990,simple,3,1,apartment,1818.0
42260130,115.8,northern sub,244,700000,1958,simple,ground-floor,0,detached,2869.0
42291738,168.0,northern sub,250,385000,1989,premium,ground-floor,3,maisonette,1540.0
42313033,136.0,northern sub,253,380000,1990,simple,ground-floor,3,maisonette,1502.0
42830287,119.0,northern sub,370,1200000,1999,simple,ground-floor,4,maisonette,3243.0
42338697,168.2,northern sub,370,1200000,1995,premium,1,4,maisonette,3243.0
42339848,154.9,northern sub,208,800000,1970,simple,ground-floor,3,detached,3846.0
42339856,152.4,northern sub,90,290000,1985,simple,ground-floor,2,maisonette,3222.0
42342917,159.9,northern sub,326,675000,1990,star,ground-floor,4,apartment,2071.0
42343393,160.7,northern sub,650,620000,1967,simple,ground-floor,5,detached,954.0
42343617,167.0,northern sub,350,1000000,1995,simple,ground-floor,3,detached,2857.0
42343815,141.6,northern sub,140,800000,1960,simple,ground-floor,3,detached,5714.0
42343835,160.9,northern sub,270,680000,1960,simple,ground-floor,5,detached,2519.0
42352038,139.2,northern sub,300,900000,1973,simple,ground-floor,3,maisonette,3000.0
42370275,111.5,northern sub,180,1400000,2010,simple,2,2,detached,7778.0
42798146,140.2,northern sub,250,490000,1990,simple,5,4,apartment,1960.0
42404069,156.5,northern sub,300,400000,1985,simple,3,4,maisonette,1333.0
42407915,139.1,northern sub,510,1450000,1994,simple,ground-floor,5,detached,2843.0
42443637,134.9,northern sub,68,120000,1980,simple,3,1,apartment,1765.0
35253292,94.4,northern sub,260,470000,1975,simple,2,4,apartment,1808.0
42951490,90.5,northern sub,300,850000,2014,simple,1,4,maisonette,2833.0
42951510,90.0,northern sub,250,750000,2014,simple,2,4,maisonette,3000.0
42839169,168.5,northern sub,300,1600000,1984,simple,ground-floor,5,detached,5333.0
42956949,96.2,northern sub,500,950000,2002,simple,ground-floor,6,maisonette,1900.0
35326483,142.0,northern sub,370,880000,2011,simple,ground-floor,5,maisonette,2378.0
42961387,124.5,northern sub,370,1200000,1996,simple,ground-floor,4,maisonette,3243.0
35332456,122.2,northern sub,160,350000,1985,simple,ground-floor,3,maisonette,2188.0
35337300,152.5,northern sub,400,900000,2011,simple,ground-floor,5,maisonette,2250.0
42965108,50.9,northern sub,240,450000,1992,simple,ground-floor,3,maisonette,1875.0
42461103,146.5,northern sub,500,1100000,2000,simple,ground-floor,6,detached,2200.0
42477313,125.5,northern sub,227,530000,1992,simple,2,3,apartment,2335.0
42480345,137.7,northern sub,245,370000,1990,simple,ground-floor,4,maisonette,1510.0
42499384,111.0,northern sub,135,600000,1968,simple,ground-floor,2,detached,4444.0
42506847,85.4,northern sub,145,285000,1992,premium,1,3,maisonette,1966.0
42509743,141.0,northern sub,225,750000,1992,simple,1,3,apartment,3333.0
42523185,92.1,northern sub,240,420000,1997,simple,1,3,maisonette,1750.0
42543334,93.9,northern sub,240,420000,2001,simple,1,4,apartment,1750.0
42951718,168.0,northern sub,370,1200000,1996,simple,ground-floor,4,maisonette,3243.0
42556637,115.6,northern sub,200,300000,1901,simple,1,3,apartment,1500.0
42566722,135.5,northern sub,540,800000,2002,simple,ground-floor,5,detached,1481.0
42573149,117.0,northern sub,190,250000,1980,simple,ground-floor,4,maisonette,1316.0
42573318,122.4,northern sub,428,600000,1988,up,ground-floor,3,detached,1402.0
42573383,122.4,northern sub,258,450000,1982,simple,ground-floor,3,maisonette,1744.0
42573615,108.5,northern sub,155,650000,2015,simple,2,3,apartment,4194.0
42573616,121.8,northern sub,260,825000,1992,simple,2,4,apartment,3173.0
42584463,153.8,northern sub,125,220000,1985,simple,1,3,apartment,1760.0
42594363,110.0,northern sub,265,1000000,1980,simple,2,3,apartment,3774.0
42594804,136.5,northern sub,482,600000,1979,simple,ground-floor,3,detached,1245.0
42602559,90.6,northern sub,247,600000,2012,simple,ground-floor,4,maisonette,2429.0
42603567,140.0,northern sub,448,750000,2000,simple,ground-floor,3,maisonette,1674.0
42610047,92.5,northern sub,62,90000,1998,simple,semi-basement,1,apartment,1452.0
42620792,109.4,northern sub,168,620000,2012,simple,ground-floor,2,maisonette,3690.0
42621728,143.0,northern sub,800,2500000,1999,simple,ground-floor,4,maisonette,3125.0
42622364,158.2,northern sub,150,300000,1983,premium,3,4,apartment,2000.0
42622512,129.1,northern sub,200,550000,2009,simple,ground-floor,2,maisonette,2750.0
42559196,119.5,northern sub,280,420000,1989,simple,ground-floor,3,maisonette,1500.0
42642863,162.0,northern sub,360,550000,1985,simple,1,4,maisonette,1528.0
42647536,112.5,northern sub,500,1100000,1987,simple,ground-floor,4,detached,2200.0
42648502,87.0,northern sub,180,450000,1978,simple,1,4,maisonette,2500.0
42593337,140.0,northern sub,485,950000,2007,simple,ground-floor,3,maisonette,1959.0
42654604,163.0,northern sub,250,480000,2005,simple,ground-floor,5,maisonette,1920.0
42655893,153.1,northern sub,220,500000,1985,simple,1,4,apartment,2273.0
42665668,105.5,northern sub,304,500000,1985,simple,ground-floor,4,maisonette,1645.0
43094453,133.7,northern sub,30,60000,1980,simple,ground-floor,1,studio,2000.0
37168884,175.0,northern sub,650,1100000,1969,simple,ground-floor,6,detached,1692.0
37317340,140.5,northern sub,208,800000,1970,simple,ground-floor,3,detached,3846.0
41121737,172.5,northern sub,250,900000,2000,simple,1,3,apartment,3600.0
41133996,120.1,northern sub,600,700000,1984,simple,ground-floor,5,maisonette,1167.0
41134031,98.6,northern sub,300,400000,1984,simple,2,4,maisonette,1333.0
43447215,138.5,northern sub,405,1320000,1985,star,ground-floor,4,maisonette,3259.0
37631503,147.7,northern sub,261,420000,1975,simple,1,4,apartment,1609.0
41233426,123.1,northern sub,110,270000,1990,simple,ground-floor,2,apartment,2455.0
41233467,112.3,northern sub,165,400000,1990,simple,2,3,apartment,2424.0
41233503,122.3,northern sub,195,500000,1990,simple,1,3,apartment,2564.0
41241441,156.5,northern sub,520,1250000,1968,simple,ground-floor,7,detached,2404.0
37681345,165.0,northern sub,240,420000,2001,simple,1,4,maisonette,1750.0
43122451,139.5,northern sub,300,400000,1985,simple,3,2,maisonette,1333.0
37691349,106.0,northern sub,270,680000,1960,simple,basement,5,detached,2519.0
36849247,83.0,northern sub,370,880000,2009,star,ground-floor,4,maisonette,2378.0
37732913,133.0,northern sub,270,700000,1970,simple,ground-floor,4,detached,2593.0
36850710,91.0,northern sub,380,800000,2005,simple,ground-floor,5,maisonette,2105.0
37855798,138.8,northern sub,90,260000,1985,simple,ground-floor,2,maisonette,2889.0
36859783,96.0,northern sub,480,1200000,1980,simple,ground-floor,4,detached,2500.0
36873287,80.3,northern sub,333,900000,1974,simple,basement,5,maisonette,2703.0
36875462,151.8,northern sub,300,1200000,2011,simple,ground-floor,3,maisonette,4000.0
38125728,157.0,northern sub,280,650000,1990,simple,ground-floor,3,maisonette,2321.0
43149694,88.9,northern sub,145,290000,1983,simple,2,3,apartment,2000.0
40967805,175.7,northern sub,147,300000,1983,simple,3,3,apartment,2041.0
36888297,150.7,northern sub,240,470000,2005,simple,ground-floor,3,apartment,1958.0
40970530,151.0,northern sub,118,354000,2014,simple,1,3,apartment,3000.0
40970547,145.0,northern sub,140,420000,2014,simple,1,3,apartment,3000.0
43156181,134.2,northern sub,66,120000,1990,simple,3,1,apartment,1818.0
36897876,80.0,northern sub,370,750000,1991,simple,ground-floor,4,detached,2027.0
36902656,128.5,northern sub,208,1000000,1960,simple,ground-floor,3,detached,4808.0
43085395,118.6,northern sub,200,450000,1980,simple,2,4,apartment,2250.0
36903984,100.5,northern sub,208,800000,1960,simple,basement,3,detached,3846.0
41290515,167.5,northern sub,600,1300000,1998,simple,ground-floor,7,building,2167.0
41326269,170.8,northern sub,66,120000,1990,simple,3,1,apartment,1818.0
41336118,94.1,northern sub,210,900000,2000,simple,3,3,apartment,4286.0
41348744,161.5,northern sub,270,550000,1995,simple,ground-floor,4,maisonette,2037.0
36950018,110.5,northern sub,107,535000,2008,simple,ground-floor,2,maisonette,5000.0
36955042,80.5,northern sub,208,750000,1960,simple,ground-floor,3,detached,3606.0
41547214,163.7,northern sub,650,680000,1970,simple,ground-floor,5,detached,1046.0
41621019,122.2,northern sub,150,570000,1940,simple,ground-floor,1,detached,3800.0
41631043,136.2,northern sub,252,380000,1988,simple,ground-floor,4,maisonette,1508.0
36967897,153.0,northern sub,175,750000,2012,simple,2,4,apartment,4286.0
41806183,155.0,northern sub,365,1300000,1958,simple,ground-floor,5,detached,3562.0
41838582,121.2,northern sub,333,850000,1993,simple,ground-floor,5,detached,2553.0
38581754,125.0,northern sub,364,1000000,1985,star,basement,4,maisonette,2747.0
38641520,159.3,northern sub,355,750000,1993,simple,ground-floor,4,detached,2113.0
36970628,157.5,northern sub,170,680000,2010,simple,2,4,apartment,4000.0
36970864,147.0,northern sub,217,980000,2010,simple,ground-floor,4,maisonette,4516.0
41002982,98.5,northern sub,240,1200000,2009,simple,ground-floor,4,maisonette,5000.0
41005154,132.4,northern sub,600,950000,2012,simple,ground-floor,6,detached,1583.0
36975716,87.1,northern sub,442,1450000,2007,simple,ground-floor,5,maisonette,3281.0
38880543,134.0,northern sub,370,1000000,2010,simple,ground-floor,4,detached,2703.0
36975920,92.0,northern sub,380,1400000,2007,up,ground-floor,5,maisonette,3684.0
